event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
MLI4816,"17 February 2021",2021,1,"Political violence","Violence against civilians",Attack,"Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,"Civilians (Mali)","Dogon Ethnic Group (Mali); Farmers (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Mopti,Bankass,"Kani Bozon",Bagourou,14.2037,-3.5061,2,"aBamako; Essor; Le Pays Dogon; Signal; Reuters; Mali Jet; AMAP","New media-Subnational","On 17 February 2021, presumed Katiba Macina (JNIM) militants attacked the Dogon village of Bagourou (Bankass, Mopti). Four people were reportedly killed, including two inside the village and two others between Bagourou and neighboring Yabatalou. The militants burned the village and seized livestock.",4,,1622068034
MLI4817,"17 February 2021",2021,1,"Political violence","Violence against civilians",Attack,"Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,"Civilians (Mali)","Dogon Ethnic Group (Mali); Farmers (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Mopti,Bankass,"Kani Bozon",Yabatalou,14.2173,-3.4942,1,"aBamako; Le Pays Dogon; Reuters; Mali Jet; Essor; AMAP; Signal","New media-Subnational","On 17 February 2021, presumed Katiba Macina (JNIM) militants attacked the Dogon village of Yabatalou (Bankass, Mopti). One person was killed, the village burned and livestock seized.",1,,1622068034
MLI4815,"16 February 2021",2021,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Labor Group (Mali)",7,37,"Civilian targeting",466,"Western Africa",Mali,Mopti,Mopti,Mopti,Sambere,14.7777,-3.9203,1,"Pinal (Mali); Facebook","New media","On 16 February 2021, unknown gunmen attacked a public transport bus in Sambere (Mopti, Mopti). Three people were wounded including one severely. The bus sustained damages.",0,,1614633910
MLI4814,"16 February 2021",2021,1,"Political violence","Violence against civilians",Attack,"Military Forces of Mali (2020-2021)",,1,"Civilians (Mali)","Dan Na Ambassagou",7,17,"Civilian targeting",466,"Western Africa",Mali,Mopti,Djenne,Fakala,Guidiowel,14.0715,-4.1979,2,"Le Pays Dogon",Subnational,"On 16 February 2021, Malian soldiers reportedly intercepted two Dana Ambassagou militiamen near the village of Guidiowel (Djenne, Mopti). The soldiers searched the militiamen, one who refused to be disarmed was shot and killed while the second escaped.",1,,1624927677
MLI4813,"14 February 2021",2021,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Civilian targeting",466,"Western Africa",Mali,Tombouctou,Tombouctou,Tombouctou,Nebkit,16.7127,-3.1804,1,"Undisclosed Source","Local partner-Other","On 14 February 2021, unknown gunmen aboard motorbike shot and wounded a civilian in Boukeiti [Nebkit] (Tombouctou, Tombouctou).",0,,1614037122
MLI4811,"14 February 2021",2021,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,"Military Forces of Mali (2020-2021)",,1,12,,466,"Western Africa",Mali,Mopti,Tenenkou,Kareri,Dioura,14.8252,-5.2547,1,"AFP; Twitter; Signal; Whatsapp; Mali Jet; aBamako","New media-National","On 14 February 2021, a Malian army vehicle struck an IED in Dioura (Tenenkou, Mopti). Two soldiers were killed and at least two others wounded. The device was likely planted by Katiba Macina (JNIM) militants.",2,,1624927676
MLI4812,"14 February 2021",2021,1,"Political violence",Battles,"Armed clash","Islamic State (West Africa) - Greater Sahara Faction",,2,"MSA: Movement for Azawad Salvation","Military Forces of Mali (2020-2021)",3,23,,466,"Western Africa",Mali,Menaka,Menaka,Menaka,"Inekar Ouest",15.9333,1.9558,1,"Signal; Communaute Idaksahak - Facebook","New media","On 14 February 2021, ISGS militants attacked the village of Inekar Ouest (Menaka, Menaka). Two ISGS militants and one individual (MSA militiaman and Malian soldier) were killed in the ensuing clashes and one civilian wounded.",3,,1624927676
MLI4810,"13 February 2021",2021,2,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2020-2021)",,1,12,,466,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Gossi,Gossi,15.8196,-1.2911,1,"Twitter; Radio Guintan; Telegram","New media-National","Around 13 February 2021, presumed JNIM militants killed a Malian soldier of the National Guard in Gossi (Gourma-Rharous, Tombouctou).",1,,1624927676
MLI4808,"12 February 2021",2021,1,"Political violence",Battles,"Armed clash","Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,"Dozo Communal Militia (Mali)","Bambara Ethnic Group (Mali); Farmers (Mali)",4,24,,466,"Western Africa",Mali,Segou,Niono,Dogofry,Dogofri,14.8059,-6.0182,1,"Radio Guintan",National,"On 12 February 2021, presumed Katiba Macina (JNIM) militants and Bambara Donso hunters reportedly clashed in Dogofri (Niono, Segou). Two Donsos were killed, two others wounded, and a child went missing.",2,,1622068034
MLI4860,"12 February 2021",2021,2,"Political violence",Battles,"Armed clash","Military Forces of France (2017-)",,8,"Islamic State (West Africa) - Greater Sahara Faction",,2,28,,466,"Western Africa",Mali,Gao,Ansongo,Ouattagouna,Kalbassi,15.3577,0.7314,2,"Armee Francaise",International,"Around 12 February 2021 (between 12 - 13 February), French forces conducted an operation against presumed ISGS militants near the village of Kalbassi (Ansongo, Gao). The operation resulted in nine militants assessed to have been killed, and 8 weapons and 12 items of communication equipment recovered.",9,,1622068034
MLI4801,"12 February 2021",2021,1,"Political violence",Battles,"Armed clash","Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,"Military Forces of Mali (2020-2021)",,1,12,,466,"Western Africa",Mali,Segou,Macina,Macina,Ke-Macina,13.9641,-5.3579,1,"AMAP; Twitter; Pinal (Mali); Essor; FAMAMali","New media-National","On 12 February 2021, presumed Katiba Macina (JNIM) militants attacked a Malian army position in Ke-Macina (Macina, Segou). Malian troops repelled the attack. At least three militants were reportedly killed and two soldiers wounded.",3,,1624927676
MLI4809,"12 February 2021",2021,1,"Political violence",Battles,"Armed clash","Military Forces of France (2017-)",,8,"Islamic State (West Africa) - Greater Sahara Faction",,2,28,,466,"Western Africa",Mali,Gao,Ansongo,Ouattagouna,Fafa,15.3217,0.7464,2,"Armee Francaise; aBamako; Ouest France",National-International,"On 12 February 2021, French forces conducted an operation involving airstrike and ground attack near Fafa (Ansongo, Gao). Four ISGS militants and one pirogue boat driver were killed.",5,,1663034106
MLI4807,"11 February 2021",2021,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Health Workers (Mali)",7,37,,466,"Western Africa",Mali,Gao,Ansongo,Bourra,Herba,15.5219,0.5442,1,"Radio Guintan",National,"Looting: On 11 February 2021, unknown gunmen attacked the medical center in Herba (Ansongo, Gao). The gunmen pillaged medicine and vandalized the facility.",0,,1622068034
MLI4800,"11 February 2021",2021,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,"Civilians (Mali)","Labor Group (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Mopti,Bankass,Diallassagou,Dianwely,13.7223,-3.6156,1,"Le Pays Dogon",Subnational,"On 11 February 2021, presumed Katiba Macina (JNIM) militants abducted two water well drillers in the village of Dianwely, Diallassagou Commune (Bankass, Mopti).",0,,1622068034
MLI4799,"10 February 2021",2021,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2020-2021)",,8,28,,466,"Western Africa",Mali,Mopti,Douentza,Kerena,Kerena,15.0308,-2.6863,1,"Twitter; UN (unspecified); RFI; AMAP; Menastream; Essor; UN MINUSMA; aBamako; Sahelien; Reuters; Kibaru; Studio Tamani; Telegram","Local partner-New media","On 10 February 2021, presumed JNIM militants attacked a MINUSMA camp in Kerena (Douentza, Mopti). The attack was initiated by the detonation of a suicide car bomb followed by mortar and small arms fire. One peacekeeper was killed and 27 others wounded including around 15 severely.",2,,1626129974
MLI4797,"09 February 2021",2021,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Labor Group (Mali)",7,37,"Civilian targeting",466,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,"AMAP; Mali Actu",National,"On 9 February 2021, unknown gunmen shot and killed a businessman and youth leader at his domicile in Gao (Gao, Gao).",1,,1613419898
MLI4795,"09 February 2021",2021,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Ansar Dine","JNIM: Group for Support of Islam and Muslims",2,"Civilians (Mali)","Labor Group (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Kidal,Kidal,Anefif,Anefis,18.04,0.6011,2,"Twitter; Nouvel Horizon; La Voix de Tin-Aoukert","New media-National","On 9 February 2021, a communal transport bus struck an IED between Anefis and Kidal (Kidal, Kidal). Two people were wounded including one severely. The bus sustained substantial damages. The device was likely planted by Ansar Dine (JNIM) militants.",0,,1622068035
MLI4798,"09 February 2021",2021,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"Ganda Izo","CMFPR1: Coordination of Patriotic Movements and Forces for Resistance (Plateforme)",3,33,,466,"Western Africa",Mali,Gao,Bourem,Temera,Temera,17.0008,-0.9383,1,"Mali Actu; Signal; Studio Tamani","New media-National","On 9 February 2021, unknown gunmen attacked a Ganda Izo (CMFPR1-Plateforme) checkpoint in Temera (Bourem, Gao). One assailant was killed. Two motorbikes and weapons were recovered by the Ganda Izo militiamen.",1,,1622068035
MLI4796,"09 February 2021",2021,2,"Political violence","Violence against civilians",Attack,"Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,"Civilians (Mali)","Dogon Ethnic Group (Mali); Farmers (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Mopti,Bandiagara,Timiri,Diangassagou,13.9964,-3.9414,2,"Koro Kibaru; Facebook; Mali Actu; Le Pays Dogon","New media-Subnational","Around 9 February 2021 (between 9 - 10 February), presumed Katiba Macina (JNIM) militants attacked the Dogon village of Niemedougou, in the Timiniri Commune, Diangassagou (Bandiagara, Mopti). The militants reportedly killed four people and burned the village.",4,,1622068035
MLI4806,"08 February 2021",2021,1,"Political violence",Battles,"Armed clash","Militia (Students)","AEEM: Association of Students and Pupils in Mali",3,"Militia (Students)","AEEM: Association of Students and Pupils in Mali",3,33,,466,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,1,"Radio Guintan; Mali Actu",National,"On 8 February 2021, armed students from two rival camps of the AEEM student association exchanged gunfire in Bamako (Bamako, Bamako). No casualties were reported.",0,,1622068035
MLI4793,"08 February 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mali)","Students (Mali)",6,,,0,60,,466,"Western Africa",Mali,Koulikoro,Koulikoro,Meguetan,Katibougou,12.9221,-7.5277,1,"Mali Actu",National,"On 8 February 2021, a number of students at the Institute of Polytechnic Rural Training and Applied Research staged a demonstration in Katibougou (Koulikoro, Koulikoro). The students denounced the expulsion of 1000 of their fellow students due to lack of places and demanded their immediate return.",0,"crowd size=no report",1622068035
MLI4794,"08 February 2021",2021,1,"Political violence",Battles,"Armed clash","Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,"Police Forces of Mali (2020-2021)",,1,12,,466,"Western Africa",Mali,Sikasso,Kolondieba,Kolondieba,Kolondieba,11.0885,-6.8934,1,"Mali Actu; Mali Jet; Pinal (Mali); AMAP; Maliweb; aBamako; Twitter; Telegram","New media-National","On 8 February 2021, presumed Katiba Macina (JNIM) militants attacked the police station in Kolondieba (Kolondieba, Sikasso). Three policemen were wounded and one reportedly went missing. The facility and vehicles sustained damages.",0,,1626735454
MLI4792,"06 February 2021",2021,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","AQIM: Al Qaeda in the Islamic Maghreb","JNIM: Group for Support of Islam and Muslims",2,"Civilians (Mali)",,7,27,"Civilian targeting",466,"Western Africa",Mali,Tombouctou,Tombouctou,Ber,Ber,16.8349,-2.5319,2,"UN MINUSMA; Mali Jet; Studio Tamani; Twitter; Kibaru","Other-New media","On 6 February 2021, a civilian vehicle struck an IED near Ber (Ber, Tombouctou). 10 people among them women were wounded in the explosion. The device was likely planted by AQIM (JNIM) militants.",0,,1622068035
MLI4783,"05 February 2021",2021,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Government of Mali (2020-2021)",7,37,"Civilian targeting",466,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Haribomo,"Daka Fifo",16.0319,-2.689,1,Twitter,"New media","On 5 February 2021, unknown gunmen abducted the secretary general of the mayor in the village of Daka Fifo (Gourma-Rharous, Tombouctou).",0,,1623708354
MLI4784,"05 February 2021",2021,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2020-2021)",,1,12,,466,"Western Africa",Mali,Mopti,Douentza,Mondoro,Mondoro,14.6762,-1.9513,2,"FAMAMali; Twitter","New media-National","On 5 February 2021, presumed JNIM militants and the Malian army clashed southwest of Mondoro (Douentza, Mopti). One soldier was wounded.",0,,1624927676
MLI4782,"05 February 2021",2021,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2020-2021)","G5S: G5 Sahel Force (2017-)",1,12,,466,"Western Africa",Mali,Mopti,Douentza,Mondoro,Boulkessi,14.7983,-1.3025,1,"Twitter; Signal; FAMAMali","New media-National","On 5 February 2021, presumed JNIM militants fired mortar or rockets against the G5 Sahel Force (Malian contingent) base in Boulikessi (Douentza, Mopti). No casualties reported.",0,,1663626896
MLI4791,"04 February 2021",2021,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,"Civilians (Mali)","Mbaradou Communal Group (Mali); Labor Group (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Mopti,Youwarou,Youwarou,Mbaradou,15.4057,-4.3198,1,"Studio Tamani; Le Pays Dogon",Subnational,"On 4 February 2021, presumed Katiba Macina (JNIM) militants abducted a village chief and a rice field guard in Mbaradou (Youwarou, Mopti).",0,,1622068035
MLI4781,"04 February 2021",2021,1,"Political violence","Violence against civilians",Attack,"Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,"Civilians (Mali)",,7,27,"Civilian targeting",466,"Western Africa",Mali,Segou,Niono,Dogofry,Farabougou,14.8883,-6.1409,1,Signal,"New media","On 4 February 2021, presumed Katiba Macina (JNIM) militants fired with heavy weapons against the village of Farabougou (Niono, Segou). No casualties were reported.",0,,1622068035
MLI4780,"03 February 2021",2021,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Civilian targeting",466,"Western Africa",Mali,Gao,Ansongo,Bourra,Tassiga,15.4729,0.6941,1,"Twitter; Signal","New media","On 3 February 2021, unknown gunmen (armed bandits or militants) made an incursion into the village of Tassiga (Ansongo, Gao). One person was wounded.",0,,1622068035
MLI4779,"03 February 2021",2021,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2020-2021)","Military Forces of France (2017-)",1,12,,466,"Western Africa",Mali,Mopti,Douentza,Haire,Boni,15.0766,-2.2198,1,"RFI; Twitter; AMAP; Reuters; aBamako; Signal; Ouest France; TV5Monde; Essor; Studio Tamani; Armee Francaise; Maliweb; Kibaru","New media-Subnational","On 3 February 2021, JNIM militants attacked a Malian army base in Boni (Douentza, Mopti). At least nine soldiers were killed and six wounded. French forces intervened and conducted airstrikes reportedly killing around twenty militants, destroyed sixteen motorbikes and one armored vehicle. The militants seized vehicles including armored vehicles and weapons, and burned the weapons storage at the base.",29,,1624927676
MLI5190,"02 February 2021",2021,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Military Forces of Mali (2020-2021)",,1,"Civilians (Mali)","Muslim Group (Mali); Students (Mali)",7,17,"Civilian targeting",466,"Western Africa",Mali,Mopti,Douentza,Douentza,Douentza,14.9951,-2.9517,1,Kisal,"New media","On 2 February 2021, the Malian military arrested 17 Koranic school students in the town of Douentza (Douentza, Mopti). The students remain unaccounted for as of 10 June.",0,,1624927677
MLI4775,"01 February 2021",2021,1,"Political violence","Violence against civilians",Attack,"Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,"Civilians (Mali)",,7,27,"Civilian targeting",466,"Western Africa",Mali,Segou,Niono,Dogofry,Farabougou,14.8883,-6.1409,2,"Studio Tamani",National,"On 1 February 2021, presumed Katiba Macina (JNIM) militants attacked the village of Bozodaaga, near Farabougou (Niono, Segou). Outcome of the attack not reported.",0,,1622068035
MLI4777,"01 February 2021",2021,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of France (2017-)",,8,"Ansaroul Islam","JNIM: Group for Support of Islam and Muslims",2,28,,466,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Gossi,NDaki,15.3584,-0.9241,2,"Twitter; Signal","New media","On 1 February 2021, a French drone strike reportedly killed 15 Ansaroul Islam (JNIM) militants in Tinwoussouk, 30km southwest of NDaki (Gourma-Rharous, Tombouctou).",15,,1622068035
MLI4778,"01 February 2021",2021,1,"Political violence","Violence against civilians",Attack,"Dan Na Ambassagou",,4,"Civilians (Mali)","Dogon Ethnic Group (Mali); Farmers (Mali); Yawa Communal Group (Mali)",7,47,"Civilian targeting",466,"Western Africa",Mali,Mopti,Bandiagara,Dourou,Yawa,14.2978,-3.4226,1,"Twitter; Signal","New media","On 1 February 2021, Dana Ambassagou militiamen attacked the Dogon village of Yawa (Bandiagara, Mopti). The militiamen killed a woman, wounded four others, and abducted at least six villagers after villagers opposed them when trying to abduct the village chief.",1,,1622068035
MLI4776,"01 February 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mali)","Police Forces of Mali (2020-2021)",6,,,0,60,,466,"Western Africa",Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,1,"Mali Jet; Mali Actu; Studio Tamani; Twitter","New media-National","On 1 February 2021, a number of policemen staged a demonstration in Menaka (Menaka, Menaka). The policemen demanded their bonus payments.",0,"crowd size=no report",1626735454
MLI4774,"31 January 2021",2021,1,"Strategic developments","Strategic developments","Looting/property destruction","Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,"Civilians (Mali)",,7,27,,466,"Western Africa",Mali,Mopti,Douentza,Debere,Debere,15.1051,-3.0106,2,Signal,"New media","Property destruction: On 31 January 2021, presumed Katiba Macina (JNIM) militants burned furniture and supplies at a school in the village of Tango, near Debere (Douentza, Mopti).",0,,1622068035
MLI4773,"31 January 2021",2021,1,"Political violence",Battles,"Armed clash","Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,"Dan Na Ambassagou",,4,24,,466,"Western Africa",Mali,Mopti,Bandiagara,Timiri,Bourkouma,13.8519,-4.0333,1,"Le Pays Dogon; Koro Kibaru","New media-Subnational","On 31 January 2021, presumed Katiba Macina (JNIM) militants reportedly attacked the village of Bourkouma (Bandiagara, Mopti). Dana Ambassagou routed the militants. Casualties unknown.",0,,1622068035
MLI4772,"30 January 2021",2021,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,,,0,20,,466,"Western Africa",Mali,Segou,Niono,Dogofry,"Touba-Koura K06",14.8474,-6.0233,2,Twitter,"New media","On 30 January 2021, presumed Katiba Macina (JNIM) militants detonated a bridge near Touba-Koura K06 (Niono, Segou).",0,,1622068035
MLI4771,"30 January 2021",2021,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Labor Group (Mali)",7,37,"Civilian targeting",466,"Western Africa",Mali,Tombouctou,Tombouctou,Ber,Ber,16.8349,-2.5319,1,Twitter,"New media","On 30 January 2021, unknown gunmen killed a civilian MINUSMA subcontractor and wounded another at the weekly market in Ber (Ber, Tombouctou).",1,,1622068035
MLI4769,"29 January 2021",2021,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2020-2021)",,8,28,,466,"Western Africa",Mali,Mopti,Douentza,Douentza,Douentza,14.9951,-2.9517,1,"Signal; Undisclosed Source","Local partner-Other","On 29 January 2021, presumed Katiba Macina (JNIM) militants fired 3 or 4 mortar shells against the MINUSMA camp in Douentza (Douentza, Mopti). The shells fell outside the camp perimeter. No casualties were reported.",0,,1626129974
MLI4770,"29 January 2021",2021,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Police Forces of Mali (2020-2021)",7,37,"Civilian targeting",466,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,"Signal; Twitter","New media","On 29 January 2021, unknown gunmen attacked the residence of the customs chief in Gao (Gao, Gao). The customs chief was wounded and his vehicle seized by the assailants.",0,,1626735454
MLI4767,"28 January 2021",2021,1,"Political violence","Violence against civilians",Attack,"Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,"Civilians (Mali)","Dogon Ethnic Group (Mali); Farmers (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Mopti,Bandiagara,Timiri,Bourkouma,13.8519,-4.0333,1,"Le Pays Dogon; Koro Kibaru","New media-Subnational","On 28 January 2021, presumed Katiba Macina (JNIM) militants attacked the Dogon village of Bourkouma (Bandiagara, Mopti). Two people were killed. The militants partially burned the village.",2,,1622068035
MLI4765,"28 January 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mali)",,6,,,0,60,,466,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,1,"Mali Actu",National,"On 28 January 2021, a number of people took part in a demonstration organized by the Mali Te Kila movement in Bamako (Bamako, Bamako). The demonstrators denounced the implementation of the Algiers Accord signed between the Malian government, rebel groups, and pro-government militiamen in 2015.",0,"crowd size=no report",1622068035
MLI4766,"28 January 2021",2021,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Al Mourabitoune Battalion","JNIM: Group for Support of Islam and Muslims",2,"Military Forces of Mali (2020-2021)",,1,12,,466,"Western Africa",Mali,Gao,Bourem,Bourem,Bourem,16.955,-0.3486,1,"Undisclosed Source","Local partner-Other","On 28 January 2021, presumed Al Mourabitoune (JNIM) militants fired mortar shells against the Malian army camp in Bourem (Bourem, Gao). No casualties were reported.",0,,1624927678
MLI4768,"28 January 2021",2021,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2020-2021)",,8,28,,466,"Western Africa",Mali,Mopti,Douentza,Dallah,Dallah,15.1053,-2.6403,1,"Signal; Twitter","New media","On 28 January 2021, a MINUSMA vehicle struck an IED in Dallah (Douentza, Mopti). Four peacekeepers were wounded. The device was likely planted by Katiba Macina (JNIM) militants.",0,,1626129974
MLI4762,"27 January 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mali)",,6,,,0,60,,466,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,"AMAP; Sahelien; Essor; Twitter","New media-National","On 27 January 2021, a large number of people staged a demonstration march against insecurity in Gao (Gao, Gao).",0,"crowd size=large",1612212402
MLI4764,"27 January 2021",2021,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2020-2021)",,8,28,,466,"Western Africa",Mali,Mopti,Douentza,Dallah,Siguiri,15.1435,-2.4519,2,"Signal; UN MINUSMA; Studio Tamani; Twitter; Gao Infos","Other-New media","On 27 January 2021, a MINUSMA vehicle struck an IED near Siguiri (Douentza, Mopti). Three peacekeepers were wounded and the vehicle was damaged. The device was likely planted by Katiba Macina (JNIM) militants.",0,,1626129974
MLI4763,"27 January 2021",2021,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"Police Forces of Mali (2020-2021)",,1,13,,466,"Western Africa",Mali,Kayes,Nioro,Nioro,"Nioro du Sahel",15.2293,-9.5928,2,Signal,"New media","On 27 January 2021, unknown gunmen opened fire against a customs unit in Diankole, near Nioro du Sahel (Nioro, Kayes). No casualties were reported.",0,,1626735455
MLI4761,"26 January 2021",2021,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Islamic State (West Africa) - Greater Sahara Faction",,2,"Civilians (Mali)",,7,27,"Civilian targeting",466,"Western Africa",Mali,Menaka,Menaka,Menaka,Tidimbawen,15.3859,1.4505,2,Signal,"New media","On 26 January 2021, suspected ISGS militants abducted four men in Titahate, north of Tidimbawen (Ansongo, Gao).",0,,1622068035
MLI4757,"26 January 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mali)","Health Workers (Mali)",6,,,0,60,,466,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,1,"Maliweb; Sahelien; Studio Tamani",National-International,"On 26 January 2021, dozens of health workers demonstrated in Bamako (Bamako, Bamako). The demonstrators denounced the killing of their colleague in Boura, Sikasso.",0,"crowd size=dozens",1622068035
MLI4760,"26 January 2021",2021,1,"Political violence","Violence against civilians",Attack,"Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,"Civilians (Mali)","Dogon Ethnic Group (Mali); Farmers (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Segou,Tominian,Timissa,Tantari,13.8636,-4.0684,1,"Signal; Le Pays Dogon; Koro Kibaru","New media-National","On 26 January 2021, presumed Katiba Macina (JNIM) militants attacked the Dogon village of Tantari (Bandiagara, Mopti). Seven people were killed and one wounded. The militants burned the village.",7,,1622068035
MLI4758,"26 January 2021",2021,1,"Strategic developments","Strategic developments","Looting/property destruction","Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,"Civilians (Mali)","Bambara Ethnic Group (Mali); Farmers (Mali)",7,27,,466,"Western Africa",Mali,Segou,Niono,Dogofry,"Markala Coura",14.8205,-6.0236,1,Signal,"New media","Property destruction: On 26 January 2021, presumed Katiba Macina (JNIM) militants burned rice fields belonging to Bambara farmers in Markala Coura (Niono, Segou).",0,,1622068035
MLI4759,"26 January 2021",2021,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,"Civilians (Mali)","Labor Group (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Mopti,Bandiagara,"Bara Sara",Parou,14.1891,-3.7488,1,"AMAP; Mali Actu; Maliweb; GardaWorld; Koro Kibaru; Signal","Other-New media","On 26 January 2021, a communal transport struck an IED on the bridge in Parou (Bandiagara, Mopti). Four people were killed and three others wounded. The device was likely planted by Katiba Macina (JNIM) militants.",4,,1622068035
MLI4756,"25 January 2021",2021,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Labor Group (Mali)",7,37,"Civilian targeting",466,"Western Africa",Mali,Mopti,Mopti,Konna,Konna,14.9441,-3.8904,1,Signal,"New media","On 25 January 2021, unknown gunmen abducted a motorcycle mechanic in Konna (Mopti, Mopti).",0,,1622068035
