event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
CYP889,"16 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,"Ayios Dhometios",35.1769,33.3354,2,"Cyprus Mail",National,"On 16 November 2021, taxi drivers supported by the Pancyprian intercity taxis, held a strike-protest in Nicosia against the customs department's decision to check whether they filled their tanks with fuel from the north, where petrol is cheaper, blocking main roads and disrupting rush hour traffic in the capital before moving to the Ayios Dhometios crossing point.",0,"crowd size=no report",1637696301
CYP899,"16 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)",,6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Philenews,National,"On 16 November 2021, residents of Agioi Konstantinos kai Eleni in Dali rallied outside the Supreme Court in Nicosia holding banners to protest over the delay in the relocation of asphalt plants away from their community.",0,"crowd size=no report",1637696302
CYP890,"16 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Sri Lanka)","Labor Group (Sri Lanka)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Philenews,National,"On 16 November 2021, about 25 domestic workers from Sri Lanka protested in Nicosia demanding the authorities assist them, so that their relatives can receive containers with personal effects they had sent to them, but were blocked at 2 ports in Sri Lanka due to a sudden increase of transport costs from 3,000 euros to 16,000-17,000 euros. The protesters were holding placards reading '7 containers lost, police is indifferent' and demanded the transport company take responsibility.",0,"crowd size=about 25",1637696302
CYP892,"15 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Students (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Famagusta,,,Frenaros,35.0419,33.9231,1,"SigmaLive; Haravgi; Cyprus Mail; Philenews",National,"On 15 November 2021, high school students organized by PSEM rallied in Frenaros in the Famagusta district denouncing the Unilateral Declaration of Independence on 15 November 1983 by Ankara and Turkish-Cypriots in the Turkish-occupied northern part of Cyprus, calling for the reunification of the island and a bicommunal, bizonal federation with political equality for both Greek Cypriots and Turkish Cypriots against Turkey's plans for the permanent partition of the island, against the opening of part of Varosha and illegal resettlement. They also protested in honor of the fallen in the 1974 Athens Polytechnic uprising.",0,"crowd size=no report",1637696301
CYP893,"15 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Students (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Larnaca,,,Larnaca,34.9229,33.6233,1,"SigmaLive; Philenews; Cyprus Mail; Haravgi",National,"On 15 November 2021, tens of high school students organized by PSEM marched in Larnaca holding Greek and Cyprus flags and banners denouncing the Unilateral Declaration of Independence on 15 November 1983 by Ankara and Turkish-Cypriots in the Turkish-occupied northern part of Cyprus, calling for the reunification of the island and a bicommunal, bizonal federation with political equality for both Greek Cypriots and Turkish Cypriots against Turkey's plans for the permanent partition of the island, against the opening of part of Varosha and illegal resettlement. They also protested in honor of the fallen in the 1974 Athens Polytechnic uprising.",0,"crowd size=tens",1637696301
CYP894,"15 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Students (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Limassol,,,Limassol,34.6841,33.0379,1,"Philenews; Cyprus Mail; SigmaLive; Haravgi",National,"On 15 November 2021, high school students organized by PSEM marched in Limassol holding Cyprus flags and shouting slogans denouncing the Unilateral Declaration of Independence on 15 November 1983 by Ankara and Turkish-Cypriots in the Turkish-occupied northern part of Cyprus, calling for the reunification of the island and a bicommunal, bizonal federation with political equality for both Greek Cypriots and Turkish Cypriots, against Turkey's plans for the permanent partition of the island, against the opening of part of Varosha and illegal resettlement. They also protested in honor of the fallen in the 1974 Athens Polytechnic uprising. The students held speeches.",0,"crowd size=no report",1637696301
CYP895,"15 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Students (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Paphos,,,Pafos,34.7768,32.4245,1,"Philenews; Haravgi; SigmaLive; Cyprus Mail",National,"On 15 November 2021, hundreds of high school students organized by PSEM marched in Pafos holding banners and placards denouncing the Unilateral Declaration of Independence on 15 November 1983 by Ankara and Turkish-Cypriots in the Turkish-occupied northern part of Cyprus, calling for the reunification of the island and a bicommunal, bizonal federation with political equality for both Greek Cypriots and Turkish Cypriots against Turkey's plans for the permanent partition of the island, against the opening of part of Varosha and illegal resettlement. They also protested in honor of the fallen in the 1974 Athens Polytechnic uprising.",0,"crowd size=hundreds",1637696301
CYP896,"15 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Students (Cyprus); DISY: Democratic Rally; AKEL: Progressive Party of Working People",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"Cyprus Mail; Philenews; SigmaLive; Haravgi",National,"On 15 November 2021, thousands of high school students organized by PSEM marched in Nicosia denouncing the Unilateral Declaration of Independence on 15 November 1983 by Ankara and Turkish-Cypriots in the Turkish-occupied northern part of Cyprus, calling for the reunification of the island and a bicommunal, bizonal federation with political equality for both Greek Cypriots and Turkish Cypriots, against Turkey's plans for the permanent partition of the island, against the opening of part of Varosha and illegal resettlement. They also protested in honor of the fallen in the 1974 Athens Polytechnic uprising making a stop at the U.S. embassy. University students' federation POFEN and DISY's university youth wing Protoporia participated in the demonstrations, as did members of AKEL.",0,"crowd size=thousands",1637696301
CYP887,"13 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","BMBP: This Country is Ours Platform; Turkish Ethnic Group (Cyprus); KTAMS: Cyprus Turkish Civil Servants Trade Union; Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"SigmaLive; Detay",National,"On 13 November 2021, ahead of the 15 November anniversary of the 1983 Unilateral Declaration of Independence of the northern part of Cyprus, hundreds of Turkish Cypriots, members of BMBP, marched in Northern Nicosia to protest for a federal solution to the Cyprus problem. The protesters were holding banners reading 'we don't want to migrate', 'neither partition, nor annexation'. They also claimed that Northern Cyprus was run in an undemocratic way, the constitution was trampled on, and early elections were not held within the legal time limit. The president of KTAMS held a speech.",0,"crowd size=hundreds",1637696301
CYP898,"13 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)",,6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"Cyprus Mail",National,"On 13 November 2021, about 400 anti-vaccine demonstrators from all districts rallied outside the presidential palace in Nicosia holding banners to protest coronavirus measures which they said were violating human rights.",0,"crowd size=about 400",1637696301
CYP888,"13 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,"Ayios Dhometios",35.1769,33.3354,1,"Cyprus Mail",National,"On 13 November 2021, a group of taxi drivers participated in an impromptu protest blocking the Ayios Dhometios crossing point with their cars for several hours after a taxi driver attempted to cross to the north earlier that day and a Greek Cypriot officer asked to check the vehicle's fuel gauge to make sure he did not attempt to fill it with fuel in the north, where petrol is cheaper.",0,"crowd size=no report",1637696301
CYP891,"13 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","PEO: Pancyprian Federation of Labour; Labor Group (Cyprus); AKEL: Progressive Party of Working People",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,SigmaLive,National,"On 13 November 2021, members of PEO rallied in Nicosia to protest over the rising cost of living before marching through commercial streets of the capital. The General Secretary of AKEL held a speech demanding the government take preventative measures.",0,"crowd size=no report",1637696302
CYP897,"13 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)",,6,,,0,60,,196,Europe,Cyprus,Limassol,,,Limassol,34.6841,33.0379,1,SigmaLive,National,"On 13 November 2021, hundreds of supporters of AEL football club rallied in central Limassol distributing fliers to passersby to protest against a court decision to shut down their association. The protesters then marched to Limassol police headquarters holding a giant banner and flares, and shouting slogans.",0,"crowd size=hundreds",1637696302
CYP875,"12 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Government of Cyprus (2013-2023); Students (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Mitsero,35.0427,33.1245,1,"Cyprus Mail; Philenews; SigmaLive",National,"On 12 November 2021, students abstained from class and rallied outside 2 schools in Mitsero to protest the government's decision to move asphalt plants from Dali near their area. They were supported by municipality leaders, parents' associations and other residents.",0,"crowd size=no report",1677016122
CYP876,"12 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Government of Cyprus (2013-2023); Students (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Agrokipia,35.045,33.1549,1,"Cyprus Mail; Philenews; SigmaLive",National,"On 12 November 2021, all 30 students of Agrokipia primary school abstained from class and rallied outside their school to protest the government's decision to move asphalt plants from Dali near their area. They were supported by municipality leaders, parents' associations and other residents.",0,"crowd size=30",1677016122
CYP877,"12 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Government of Cyprus (2013-2023); Students (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Meniko,35.1108,33.1455,1,"Cyprus Mail; Philenews; SigmaLive",National,"On 12 November 2021, students abstained from class and rallied outside their school in Meniko to protest the government's decision to move asphalt plants from Dali near their area. They were supported by municipality leaders, parents' associations and other residents.",0,"crowd size=no report",1677016122
CYP878,"12 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Government of Cyprus (2013-2023); Students (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Arediou,35.0478,33.1949,1,"Cyprus Mail; Philenews; SigmaLive",National,"On 12 November 2021, students abstained from class and rallied outside 2 schools in Arediou to protest the government's decision to move asphalt plants from Dali near their area. They were supported by municipality leaders, parents' associations and other residents.",0,"crowd size=no report",1677016122
CYP879,"12 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Government of Cyprus (2013-2023); Students (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Klirou,35.0203,33.1778,1,"Cyprus Mail; Philenews; SigmaLive",National,"On 12 November 2021, students abstained from class and rallied outside 2 schools in Klirou to protest the government's decision to move asphalt plants from Dali near their area. They were supported by municipality leaders, parents' associations and other residents.",0,"crowd size=no report",1677016122
CYP880,"12 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Government of Cyprus (2013-2023); Students (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,"Kalo Chorio Oreinis",35.0058,33.1621,1,"Cyprus Mail; Philenews; SigmaLive",National,"On 12 November 2021, students abstained from class and rallied outside 2 schools in Kalo Chorio Oreinis to protest the government's decision to move asphalt plants from Dali near their area. At one of the schools, the students were holding banners, some of them reading 'We are not 2nd class children'. They were supported by municipality leaders, parents' associations and other residents.",0,"crowd size=no report",1677016122
CYP881,"12 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Government of Cyprus (2013-2023); Students (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,"Ayios Ioannis Malountas",35.0659,33.1836,1,"Cyprus Mail; Philenews; SigmaLive",National,"On 12 November 2021, students abstained from class and rallied outside 2 schools in Ayios Ioannis Malountas to protest the government's decision to move asphalt plants from Dali near their area. They were supported by municipality leaders, parents' associations and other residents.",0,"crowd size=no report",1677016122
CYP882,"12 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Government of Cyprus (2013-2023); Students (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,"Ayios Epiphanios",34.9956,33.1199,1,"Cyprus Mail; Philenews; SigmaLive",National,"On 12 November 2021, students abstained from class and rallied outside 2 schools in Ayios Epiphanios to protest the government's decision to move asphalt plants from Dali near their area. They were supported by municipality leaders, parents' associations and other residents.",0,"crowd size=no report",1677016122
CYP883,"12 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Government of Cyprus (2013-2023); Students (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"Cyprus Mail; Philenews; SigmaLive",National,"On 12 November 2021, students abstained from class and rallied outside a high school in Nicosia to protest the government's decision to move asphalt plants from Dali near their area. They were supported by municipality leaders, parents' associations and other residents.",0,"crowd size=no report",1677016122
CYP870,"10 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"Philenews; SigmaLive",National,"On 10 November 2021, during a 1-hour strike at the archaeological museums of Cyprus, employees of the Department of Antiquities rallied outside the archaeological museum of Nicosia holding banners and placards to protest against the proposed transfer of the Department to the soon-to-be established Deputy Ministry of Culture.",0,"crowd size=no report",1637089377
CYP871,"10 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Limassol,,,Limassol,34.6841,33.0379,1,"Philenews; SigmaLive",National,"On 10 November 2021, during a 1-hour strike at the archaeological museums of Cyprus, employees of the Department of Antiquities rallied outside the archaeological museum of Limassol holding banners and placards to protest against the proposed transfer of the Department to the soon-to-be established Deputy Ministry of Culture.",0,"crowd size=no report",1637089377
CYP872,"10 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Larnaca,,,Larnaca,34.9229,33.6233,1,"Philenews; SigmaLive",National,"On 10 November 2021, during a 1-hour strike at the archaeological museums of Cyprus, employees of the Department of Antiquities rallied outside the archaeological museum of Larnaca holding banners and placards to protest against the proposed transfer of the Department to the soon-to-be established Deputy Ministry of Culture.",0,"crowd size=no report",1637089377
CYP873,"10 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Paphos,,,Pafos,34.7768,32.4245,1,"SigmaLive; Philenews",National,"On 10 November 2021, during a 1-hour strike at the archaeological museums of Cyprus, employees of the Department of Antiquities rallied outside the archaeological museum of Pafos holding banners and placards to protest against the proposed transfer of the Department to the soon-to-be established Deputy Ministry of Culture.",0,"crowd size=no report",1637089377
CYP885,"06 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)",,6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Philenews,National,"On 6 November 2021, members of the Initiative Group 'Communities in Action' participated in a motorcade to the Presidential Palace in Nicosia, where they held banners and submitted a memorandum protesting against the relocation of asphalt plants to Mitsero.",0,"crowd size=no report",1637089378
CYP874,"06 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Students (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Paphos,,,Pafos,34.7768,32.4245,1,Philenews,National,"On 6 November 2021, during the COP26 conference in Glasgow, students from all over Cyprus participated in a climate change rally outside Pafos City Hall and protested over the state's inactivity in combating the environmental crisis.",0,"crowd size=no report",1637089378
CYP869,"06 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","AKEL: Progressive Party of Working People; Cyprus Green Party; Government of Cyprus (2013-2023); Greek Ethnic Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Philenews,National,"On 6 November 2021, Greek Cypriots and Turkish Cypriots participated in a bi-communal climate protest with the main slogan 'change policies, not the climate'. The protesters including MPs, members of AKEL, the Cyprus Green Party and environmental groups rallied in Nicosia and marched to Ledras street, where they read a declaration in Greek and in Turkish, before marching to the buffer zone where they read the declaration in both languages for a second time for the Turkish Cypriot media. The event took place linked to the COP26 conference in Glasgow.",0,"crowd size=no report",1677016122
CYP868,"05 November 2021",2021,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Cyprus)",,3,"Civilians (Italy)",,7,37,"Civilian targeting",196,Europe,Cyprus,Famagusta,,,Avgorou,35.0356,33.8401,1,"SigmaLive; Cyprus Mail",National,"On 5 November 2021, three balaclava-clad poachers attacked an Italian volunteer member of the Committee Against Bird Slaughter (CABS), who was waiting for the Game and Fauna service when he discovered and reported bird trapping nets in Avgorou. The activist was chased and cornered by an unmarked car and after repeated blows to the head and body, he fell to the ground and was kicked until he remained motionless. He was taken to hospital for stitches and medical assistance for concussion.",0,,1636497759
CYP866,"05 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","KTAMS: Cyprus Turkish Civil Servants Trade Union; Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 5 November 2021, public servants organized by KTAMS, Kamu-Sen and Kamu-Is marched in Northern Nicosia during a general strike banging empty pots to protest over price hikes and the high cost of living.",0,"crowd size=no report",1636497760
CYP867,"05 November 2021",2021,1,"Strategic developments","Strategic developments",Other,"Government of Northern Cyprus (2020-)","UBP: National Unity Party; DP: Democratic Party",1,,,0,10,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,3,Detay,National,"Other: On 5 November 2021, UBP and DP formed a coalition government in Northern Cyprus [coded to Nicosia] following the resignation of Prime Minister Saner on 13 October.",0,,1636497760
CYP859,"05 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Government of Northern Cyprus (2020-)",6,,,0,60,,196,Europe,Cyprus,Famagusta,,,"Komi Kebir",35.4104,33.9935,1,Detay,National,"On 5 November 2021, protesters from the Buyukkonuk (Komi Kebir) region in Northern Cyprus, as well as environmentally-conscious citizens, representatives of govenment institutions and non-governmental organizations rallied under the leadership of Buyukkonuk Municipality against the reactivation of an old quarry and against road construction work that would involve blowing up part of the mountain.",0,"crowd size=no report",1638907975
CYP865,"04 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Teachers (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"Cyprus Mail; SigmaLive",National,"On 4 November 2021, the United Parents of Cyprus, the group Alarm Call, teachers and others rallied in Nicosia against a proposed bill to update the colonial infectious disease law by which the government had ruled by decree to deal with the coronavirus pandemic. The demonstrators protested that human rights were still affected to 'a dangerous level', as the definition of 'dangerous infectious diseases' was very broad and the bill would reinforce the health minister's ability to rule by decree without parliamentary approval.",0,"crowd size=no report",1636497759
CYP884,"04 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Teachers (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Haravgi,National,"On 4 November 2021, school biology teachers supported by their association protested outside the Ministry of Education in Nicosia demanding the introduction of laboratory teaching in biology classes.",0,"crowd size=no report",1637089378
CYP864,"03 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","KTAMS: Cyprus Turkish Civil Servants Trade Union; Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 3 November 2021, public servants organized by KTAMS, Kamu-Sen and Kamu-Is rallied at three different locations in a coordinated action in Northern Nicosia to protest over price hikes and the high cost of living and call for other members to participate in strikes. The protesters wore black ribbons.",0,"crowd size=no report",1636497760
CYP886,"03 November 2021",2021,2,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)",,6,,,0,60,,196,Europe,Cyprus,Limassol,,,Limassol,34.6841,33.0379,1,Haravgi,National,"Around 3 November 2021 (week of), residents of Agia Fyla, the largest neighborhood of Limassol in area and population, including members of local political parties and other organized groups, rallied demanding the conversion of the area into a municipal unit during an ongoing debate over local government reforms.",0,"crowd size=no report",1637089378
CYP863,"01 November 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","TDP: Communal Democracy Party; Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 1 November 2021, members of the Turkish Cypriot TDP Youth Organization rallied outside parliament in Northern Nicosia protesting over the link between politics, mafia and the deep state in Northern Cyprus preventing the investigation of drug and money laundering investigations and the use of controlled media outlets to silence the opposition press and leftist politicians. They protested that President Tatar was elected with the intervention of Turkey's President Erdogan and over his attacks against the supporters of a federal solution calling them 'Greek people'; they also protested over the involvement of the recently resigned Prime Minister Ersan Saner in a sex scandal and his blackmail by organized crime.",0,"crowd size=no report",1636497760
CYP862,"30 October 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","KTAMS: Cyprus Turkish Civil Servants Trade Union; Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Haravgi,National,"On 30 October 2021, members of KTAMS rallied at Ercan (Tymbou) airport in North Nicosia holding banners and whistling in disapproval during the arrival of President Tatar from a trip to Turkey protesting against his frequent travel abroad while there are multiple crises in the country.",0,"crowd size=no report",1636497760
CYP861,"30 October 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","AKEL: Progressive Party of Working People",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"AFP; Cyprus Mail; SigmaLive; Philenews",National-International,"On 30 October 2021, around 2,000 demonstrators marched in Nicosia during an anti-government rally with the slogan 'enough is enough' organized by the main opposition party AKEL after President Anastasiades was named in the Pandora Papers and following a European Parliament resolution calling for thorough investigations into any wrongdoing exposed taking place in EU jurisdictions. The Cyprus Environmental Movement cancelled its own event in light of COP26 and joined the anti-corruption demonstration.",0,"crowd size=around 2,000",1638907974
CYP858,"29 October 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Paphos,,,Pafos,34.7768,32.4245,1,Philenews,National,"On 29 October 2021, employees of a department store in Pafos rallied to protest against a court decision ordering the closure of the store and demanded their jobs back.",0,"crowd size=no report",1635881069
CYP860,"28 October 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","POGO: Womens Movement; Women (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Haravgi,National,"On 28 October 2021, women organized by POGO from all areas in the Republic of Cyprus rallied in Nicosia to call for more action to combat climate crisis.",0,"crowd size=no report",1636497760
CYP857,"27 October 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Independence Road; Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 27 October 2021, members of Independence Road marched in Northern Nicosia lighting up their cell phone lights to protest the connection of political parties in Northern Cyprus with the criminal world. The protesters held speeches outside parliament.",0,"crowd size=no report",1635881067
CYP856,"23 October 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)",,6,,,0,60,,196,Europe,Cyprus,Paphos,,,Akamas,35.0424,32.3148,1,Philenews,National,"On 23 October 2021, Cyprus hunters organized by the Cyprus Hunting Federation (KOK&DAZ) rallied in Akamas protesting for being allowed to continue hunting, for the conservation of the area, and for following the instructions of Natura 2000 strictly and declaring Akamas a national park. They also proceeded to clean up the area.",0,"crowd size=no report",1635881069
CYP852,"22 October 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","KTAMS: Cyprus Turkish Civil Servants Trade Union; Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 22 October 2021, members of KTAMS protested outside the Public Service Commission (KHK) in Northern Nicosia on the 4th day of a strike in all district courts over staff shortages, such as bailiffs.",0,"crowd size=no report",1635274012
CYP855,"21 October 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)",,6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"Cyprus Mail",National,"On 21 October 2021, Dali residents protested outside the environment department in Nicosia over the delay in relocating the asphalt plants away from their community.",0,"crowd size=no report",1635274012
CYP851,"20 October 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","BMBP: This Country is Ours Platform; CTP: Republican Turkish Party; TDP: Communal Democracy Party; Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"Detay; Philenews",National,"On 20 October 2021, hundreds of Turkish Cypriots organized by BMBP marched in Northern Nicosia over the recent political and economic crisis in Northern Cyprus. The demonstrators, who were holding banners and shouting slogans for a federal Cyprus with political equality for both communities, protested over Turkey's intervention, the violation of the constitution, use of anti-democratic practices. The leaders of CTP, TDP and other political parties, members of labor unions including Dev-Is and BES, and representatives of NGOs, participated in the protest.",0,"crowd size=hundreds",1635274012
CYP853,"18 October 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Paphos,,,Pafos,34.7768,32.4245,1,"Cyprus Mail",National,"On 18 October 2021, employees of a department store in Pafos marched to the town hall to protest against a court decision ordering the closure of the store. The protesters were holding placards demanding their jobs back and delivered a memo for the mayor and the municipal council.",0,"crowd size=no report",1635274012
CYP854,"16 October 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)",,6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 16 October 2021, relatives of prisoners protested outside the prison in Northern Nicosia demanding increased coronavirus measures and 'the establishment of a prison environment worthy of human dignity'.",0,"crowd size=no report",1635274012
CYP850,"14 October 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus); Government of Northern Cyprus (2020-); CTP: Republican Turkish Party; TDP: Communal Democracy Party",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"Philenews; Detay",National,"On 14 October 2021, unionists organized by 4 trade unions in 28 municipalities in Northern Cyprus marched in Northern Nicosia shouting slogans to protest over the negative effects of the coronavirus pandemic and the economic crisis that have exacerbated pre-existing problems in their municipalities. The mayors of the Nicosia Turkish Municipality (NTM), Lefke, Alsancak, Lapta, Mehmetcik and Degirmenlik joined the protesters, as well as deputies and party leaders of CTP and TDP.",0,"crowd size=no report",1634664072
